,Palavra,Categoria gramatical,Fonética
42116,no·tur·na·men·te,advérbio,no.tur.na.mˈẽj.tʃi
42117,no·tur·no,adjetivo,no.tˈur.nʊ ou no.tˈur.nʊ
42118,no·tur·no,nome masculino,no.tˈur.nʊ ou no.tˈur.nʊ
42119,nou·tro·ra,advérbio,no.tɾˈɔ.ɾə
42120,no·va,nome feminino,nˈɔ.və
42121,no·va-i·or·qui·na,nome feminino,nˌɔ.və.i.oɾ.kˈi.nə
42122,no·va-i·or·qui·no,nome masculino,nˌɔ.və.i.oɾ.kˈi.nʊ
42123,no·va-i·or·qui·no,adjetivo,nˌɔ.və.i.oɾ.kˈi.nʊ
42124,no·val,nome masculino,no.vˈaw
42125,no·va·men·te,advérbio,no.va.mˈẽj.tʃi
42126,no·va·ta,nome feminino,no.vˈa.tə
42127,no·va·to,adjetivo,no.vˈa.tʊ
42128,no·va·to,adjetivo,no.vˈa.tʊ
42129,no·ve,número,nˈɔ.vi
42130,no·ve,nome masculino,nˈɔ.vi
42131,no·ve·cen·tis·ta,adjetivo,no.ve.sẽ.tʃˈis.tə
42132,no·ve·cen·tos,nome masculino,no.ve.sˈẽj.tʊs
42133,no·ve·cen·tos,número,no.ve.sˈẽj.tʊs
42134,no·vel,adjetivo,no.vˈɛw
42135,no·ve·la,nome feminino,no.vˈɛ.lə
42136,no·ve·lão,nome masculino,no.ve.lˈə̃w
42137,no·ve·lar,verbo,no.ve.lˈa
42138,no·ve·les·co,adjetivo,no.ve.lˈes.kʊ
42139,no·ve·le·ta,nome feminino,no.ve.lˈe.tə
42140,no·ve·lis·ta,nome masculino,no.ve.lˈis.tə
42141,no·ve·lis·ta,nome feminino,no.ve.lˈis.tə
42142,no·ve·lís·ti·ca,nome feminino,no.ve.lˈis.tʃi.kə
42143,no·ve·lo,nome masculino,no.vˈe.lʊ
42144,no·vem·bro,nome masculino,no.vˈẽj.bɾʊ
42145,no·ve·na,nome feminino,no.vˈe.nə
42146,no·ve·no,adjetivo,no.vˈe.nʊ
42147,no·ven·ta,número,no.vˈẽj.tə
42148,no·ven·ta,nome masculino,no.vˈẽj.tə
42149,no·vi·ça,nome feminino,no.vˈi.sə
42150,no·vi·ci·a·do,nome masculino,no.vi.sjˈa.dʊ
42151,no·vi·ci·ar,verbo,no.vi.sjˈa
42152,no·vi·ço,nome masculino,no.vˈi.sʊ
42153,no·vi·ço,adjetivo,no.vˈi.sʊ
42154,no·vi·da·de,nome feminino,no.vi.dˈa.dʒi
42155,no·vi·lha·da,nome feminino,no.vi.ʎˈa.də
42156,no·vi·lhei·ro,nome masculino,no.vi.ʎˈej.ɾʊ
42157,no·vi·lho,nome masculino,no.vˈi.ʎʊ
42158,no·vís·si·mo,nome masculino,no.vˈi.si.mʊ
42159,no·vís·si·mo,adjetivo,no.vˈi.si.mʊ
42160,no·vo,nome masculino,nˈo.vʊ
42161,no·vo,adjetivo,nˈo.vʊ
42162,no·vo-ri·co,adjetivo,nˌo.vʊ.xˈi.kʊ
42163,no·vo-ri·co,nome masculino,nˌo.vʊ.xˈi.kʊ
42164,no·vo-ri·quis·mo,nome masculino,nˌo.vʊ.xi.kˈi.z.mʊ
42165,no·vos,nome masculino,nˈɔ.vʊs
42166,noz,nome feminino,nˈɔs
42167,noz-mos·ca·da,nome feminino,nˌɔs.mos.kˈa.də
42168,nu,nome masculino,nˈu
42169,nu,adjetivo,nˈu
42170,nu·a,nome feminino,nˈu.ə
42171,nu·an·ce,nome feminino,nwˈə̃.si
42172,nu·ben·te,nome feminino,nu.bˈẽj.tʃi
42173,nu·ben·te,nome masculino,nu.bˈẽj.tʃi
42174,nu·ben·te,adjetivo,nu.bˈẽj.tʃi
42175,nú·bi·a,nome feminino,nˈu.bjə
42176,nú·bi·o,nome masculino,nˈu.bjʊ
42177,nú·bi·o,adjetivo,nˈu.bjʊ
42178,nu·bla·do,nome masculino,nu.blˈa.dʊ
42179,nu·bla·do,adjetivo,nu.blˈa.dʊ
42180,nu·blar,verbo,nu.blˈa
42181,nu·blo·so,adjetivo,nu.blˈo.zʊ
42182,nu·ca,nome feminino,nˈu.kə
42183,nu·cle·ão,nome masculino,nu.kle.ˈə̃w
42184,nu·cle·ar,nome masculino,nu.kli.ˈaɾ
42185,nu·cle·ar,adjetivo,nu.kli.ˈaɾ
42186,nu·cle·ar,verbo,nu.kli.ˈa
42187,nu·cle·a·ri·za·ção,nome feminino,nu.kli.a.ɾi.za.sˈə̃w
42188,nu·cle·a·ri·zar,verbo,nu.kli.a.ɾi.zˈa
42189,nu·clei·co,adjetivo,nu.klˈej.kʊ
42190,nú·cle·o,nome masculino,nˈu.kljʊ
42191,nu·cle·ó·ti·do,nome masculino,nu.kle.ˈɔ.tʃi.dʊ
42192,nu·dez,nome feminino,nu.dˈes
42193,nu·dis·mo,nome masculino,nu.dʒˈiz.mʊ
42194,nu·dis·ta,adjetivo,nu.dʒˈis.tə
42195,nu·dis·ta,nome feminino,nu.dʒˈis.tə
42196,nu·dis·ta,nome masculino,nu.dʒˈis.tə
42197,nu·er,adjetivo,nwˈɛɾ
42198,nu·er,nome masculino,nwˈɛɾ ou nwˈɛɾ
42199,nu·la·men·te,advérbio,nu.la.mˈẽj.tʃi
42200,nu·li·da·de,nome feminino,nu.li.dˈa.dʒi
42201,nu·lo,adjetivo,nˈu.lʊ
42202,nu·me·ra·ção,nome feminino,nu.me.ɾa.sˈə̃w
42203,nu·me·ra·do,adjetivo,nu.me.ɾˈa.dʊ
42204,nu·me·ra·dor,nome masculino,nu.me.ɾa.dˈoɾ
42205,nu·me·ra·dor,adjetivo,nu.me.ɾa.dˈoɾ
42206,nu·me·ral,nome masculino,nu.me.ɾˈaw
42207,nu·me·ral,nome masculino,nu.me.ɾˈaw
42208,nu·me·ral·men·te,advérbio,nu.me.ɾaw.mˈẽj.tʃi
42209,nu·me·rar,verbo,nu.me.ɾˈa
42210,nu·me·rá·ri·o,adjetivo,nu.me.ɾˈa.ɾjʊ
42211,nu·me·rá·ri·o,nome masculino,nu.me.ɾˈa.ɾjʊ
42212,nu·me·ri·ca·men·te,advérbio,nu.mɛ.ɾi.ka.mˈẽj.tʃi
42213,nu·mé·ri·co,adjetivo,nu.mˈɛ.ɾi.kʊ
42214,nú·me·ro,nome masculino,nˈu.me.ɾʊ
42215,nu·me·ro·lo·gi·a,nome feminino,nu.me.ɾo.lo.ʒˈi.jə
42216,nu·me·ro·sa·men·te,advérbio,nu.me.ɾɔ.za.mˈẽj.tʃi
42217,nu·me·ro·so,adjetivo,nu.me.ɾˈo.zʊ
42218,nu·mis·ma,nome masculino,nu.mˈiz.mə
42219,nu·mis·ma·ta,nome masculino,nu.miz.mˈa.tə
42220,nu·mis·ma·ta,nome feminino,nu.miz.mˈa.tə
42221,nu·mis·má·ti·ca,nome feminino,nu.miz.mˈa.tʃi.kə
42222,nu·mis·ma·ti·ca·men·te,advérbio,nu.miz.ma.tʃi.ka.mˈẽj.tʃi
42223,nu·mis·má·ti·co,nome masculino,nu.miz.mˈa.tʃi.kʊ
42224,nu·mis·má·ti·co,adjetivo,nu.miz.mˈa.tʃi.kʊ
42225,nun·ca,advérbio,nˈũ.kə
42226,nun·ci·a·tu·ra,nome feminino,nũ.sja.tˈu.ɾə
42227,nún·ci·o,nome masculino,nˈũ.sjʊ
42228,nu·nes,adjetivo,nˈu.nis
42229,nu·nes,nome masculino,nˈu.nis
42230,nu·no,nome masculino,nˈu.nʊ
42231,nup·ci·al,adjetivo,nu.pi.sjˈaw
42232,nup·ci·a·li·da·de,nome feminino,nu.pi.sja.li.dˈa.dʒi
42233,núp·ci·as,nome feminino,nˈu.pi.sjəs
42234,nu·tar,verbo,nu.tˈa
42235,nu·tri·ção,nome feminino,nu.tɾi.sˈə̃w
42236,nu·trí·ci·o,adjetivo,nu.tɾˈi.sjʊ
42237,nu·tri·ci·o·nal,adjetivo,nu.tɾi.si.o.nˈaw
42238,nu·tri·ci·o·nis·mo,nome masculino,nu.tɾi.si.o.nˈiz.mʊ
42239,nu·tri·ci·o·nis·ta,nome feminino,nu.tɾi.si.o.nˈis.tə
42240,nu·tri·ci·o·nis·ta,adjetivo,nu.tɾi.si.o.nˈis.tə
42241,nu·tri·ci·o·nis·ta,nome masculino,nu.tɾi.si.o.nˈis.tə
42242,nu·tri·da·men·te,advérbio,nu.tɾi.da.mˈẽj.tʃi
42243,nu·tri·do,adjetivo,nu.tɾˈi.dʊ
42244,nu·tri·en·te,adjetivo,nu.tɾi.ˈẽj.tʃi
42245,nu·tri·en·te,nome masculino,nu.tɾi.ˈẽj.tʃi
42246,nu·tri·men·to,nome masculino,nu.tɾi.mˈẽj.tʊ
42247,nu·trir,verbo,nu.tɾˈi
42248,nu·tri·ti·va·men·te,advérbio,nu.tɾi.tʃi.va.mˈẽj.tʃi
42249,nu·tri·ti·vo,adjetivo,nu.tɾi.tʃˈi.vʊ
42250,nu·vem,nome feminino,nˈu.veɲ
42251,o,pronome,u
42252,o,artigo,u ou u
42253,o,pronome,u
42254,ó,interjeição,ˈɔ
42255,o·á·sis,nome masculino,o.ˈa.zis
42256,ob-ro·gar,verbo,ob.xo.gˈaɾ
42257,o·ba,nome feminino,o.bə
42258,o·ba,interjeição,o.bə
42259,o·bau·di·ção,nome feminino,o.baw.dʒi.sˈə̃w
42260,ob·ce·ca·ção,nome feminino,o.bi.se.ka.sˈə̃w
42261,ob·ce·ca·da,nome feminino,o.bi.se.kˈa.də
42262,ob·ce·ca·da·men·te,advérbio,o.bi.se.ka.da.mˈẽj.tʃi
42263,ob·ce·ca·do,adjetivo,o.bi.se.kˈa.dʊ
42264,ob·ce·ca·do,nome masculino,o.bi.se.kˈa.dʊ
42265,ob·ce·can·te,adjetivo,o.bi.se.kˈə̃.tʃi
42266,ob·ce·car,verbo,o.bi.se.kˈa
42267,ob·com·pri·mi·do,adjetivo,ob.kõ.pɾi.mˈi.dʊ
42268,ob·có·ni·co,adjetivo,ob.kˈɔ.ni.kʊ
42269,ob·cor·da·do,adjetivo,ob.koɾ.dˈa.dʊ
42270,ob·cor·ren·te,adjetivo,ob.ko.xˈẽj.tʃi
42271,ob·den·ta·do,adjetivo,ob.dẽ.tˈa.dʊ
42272,ob·du·ra·ção,nome feminino,ob.du.ɾa.sˈə̃w
42273,ob·du·rar,verbo,ob.du.ɾˈaɾ
42274,o·be·de·cer,verbo,o.be.de.sˈe
42275,o·be·de·ci·do,adjetivo,o.be.de.sˈi.dʊ
42276,o·be·di·ên·ci·a,nome feminino,o.be.dʒi.ˈẽj.sjə
42277,o·be·di·en·te,nome feminino,o.be.dʒi.ˈẽj.tʃi
42278,o·be·di·en·te,nome masculino,o.be.dʒi.ˈẽj.tʃi
42279,o·be·di·en·te,adjetivo,o.be.dʒi.ˈẽj.tʃi
42280,o·be·di·en·te·men·te,advérbio,o.be.dʒi.ẽ.te.mˈẽj.tʃi
42281,o·be·lis·co,nome masculino,o.be.lˈis.kʊ
42282,o·be·si·da·de,nome feminino,o.be.zi.dˈa.dʒi
42283,o·be·so,adjetivo,o.bˈe.zʊ
42284,ob·fir·ma·do,adjetivo,ob.fiɾ.mˈa.dʊ
42285,ob·fir·mar,verbo,ob.fiɾ.mˈaɾ
42286,o·bi,nome masculino,o.bi
42287,ó·bi·ce,nome masculino,ˈɔ.bi.si
42288,o·bi·den·se,nome masculino,ɔ.bi.dˈẽj.si ou ɔ.bi.dˈẽj.si
42289,o·bi·den·se,adjetivo,ɔ.bi.dˈẽj.si
42290,ó·bi·to,nome masculino,ˈɔ.bi.tʊ
42291,o·bi·tu·á·ri·o,nome masculino,o.bi.twˈa.ɾjʊ
42292,o·bi·tu·á·ri·o,adjetivo,o.bi.twˈa.ɾjʊ
42293,ob·je·ção,nome feminino,o.bi.ʒe.sˈə̃w
42294,ob·jec·ção,nome feminino,o.bi.ʒe.kə.sˈə̃w
42295,ob·jec·ta·do,adjetivo,o.bi.ʒe.kə.tˈa.dʊ
42296,ob·jec·ti·va,nome feminino,o.bi.ʒe.ki.tʃˈi.və
42297,ob·jec·ti·va·ção,nome feminino,o.bi.ʒe.ki.tʃi.va.sˈə̃w
42298,ob·jec·ti·va·do,adjetivo,o.bi.ʒe.ki.tʃi.vˈa.dʊ
42299,ob·jec·ti·va·men·te,advérbio,o.bi.ʒe.ki.tʃi.va.mˈẽj.tʃi
42300,ob·jec·ti·vi·da·de,nome feminino,o.bi.ʒe.ki.tʃi.vi.dˈa.dʒi
42301,ob·jec·ti·vis·mo,nome masculino,o.bi.ʒe.ki.tʃi.vˈiz.mʊ
42302,ob·jec·ti·vis·ta,nome masculino,o.bi.ʒe.ki.tʃi.vˈis.tə ou o.bi.ʒe.ki.tʃi.vˈis.tə
42303,ob·jec·ti·vis·ta,adjetivo,o.bi.ʒe.ki.tʃi.vˈis.tə
42304,ob·jec·ti·vo,nome masculino,o.bi.ʒe.ki.tʃˈi.vʊ
42305,ob·jec·ti·vo,adjetivo,o.bi.ʒe.ki.tʃˈi.vʊ
42306,ob·jec·tor,adjetivo,o.bi.ʒe.kə.tˈoɾ
42307,ob·jec·tor,nome masculino,o.bi.ʒe.kə.tˈoɾ
42308,ob·jec·to·ra,nome feminino,o.bi.ʒe.kə.tˈo.ɾə
42309,ob·jei·to,nome masculino,ob.ʒˈej.tʊ
42310,ob·je·tar,verbo,o.bi.ʒe.tˈa ou o.bi.ʒe.tˈa
42311,ob·je·ti·va,nome feminino,o.bi.ʒe.tʃˈi.və
42312,ob·je·ti·va·men·te,advérbio,o.bi.ʒe.tʃi.va.mˈẽj.tʃi
42313,ob·je·ti·var,verbo,o.bi.ʒe.tʃi.vˈa ou o.bi.ʒe.tʃi.vˈa
42314,ob·je·ti·vo,nome masculino,o.bi.ʒe.tʃˈi.vʊ
42315,ob·je·ti·vo,adjetivo,o.bi.ʒe.tʃˈi.vʊ
42316,ob·je·to,nome masculino,o.bi.ʒˈɛ.tʊ ou o.bi.ʒˈɛ.tʊ
42317,ob·jur·ga·tó·ri·a,nome feminino,ɔ.bə.ʒuɾ.ga.tˈɔ.ɾjə
42318,ob·jur·ga·tó·ri·o,adjetivo,ɔ.bə.ʒuɾ.ga.tˈɔ.ɾjʊ
42319,o·bla·da,nome feminino,ɔ.blˈa.də
42320,o·bla·ta,nome feminino,o.blˈa.tə
42321,o·bla·tar,verbo,o.bla.tˈa
42322,o·bla·to,adjetivo,o.blˈa.tʊ
42323,o·blí·qua,nome feminino,o.blˈi.kwə
42324,o·bli·qua·men·te,advérbio,o.bli.kwa.mˈẽj.tʃi
42325,o·bli·quar,verbo,o.bli.kwˈa
42326,o·bli·qui·da·de,nome feminino,o.bli.kwi.dˈa.dʒi
42327,o·blí·quo,nome masculino,o.blˈi.kwʊ
42328,o·blí·quo,adjetivo,o.blˈi.kwʊ
42329,o·bli·te·ra·ção,nome feminino,o.bli.te.ɾa.sˈə̃w
42330,o·bli·te·ra·do,adjetivo,o.bli.te.ɾˈa.dʊ
42331,o·bli·te·ra·dor,adjetivo,o.bli.te.ɾa.dˈoɾ
42332,o·bli·te·ra·dor,nome masculino,o.bli.te.ɾa.dˈoɾ
42333,o·bli·te·rar,verbo,o.bli.te.ɾˈa
42334,o·blon·go,adjetivo,o.blˈõ.gʊ
42335,ob·nó·xi·o,adjetivo,ɔ.bə.nˈɔ.ki.sjʊ
42336,ob·nu·bi·la·ção,nome feminino,o.bə.nu.bi.la.sˈə̃w
42337,ob·nu·bi·lar,verbo,o.bə.nu.bi.lˈa
42338,o·bo·é,nome masculino,o.bwˈɛ
42339,o·bo·ís·ta,nome masculino,o.bwˈis.tə ou o.bwˈis.tə
42340,ó·bo·lo,nome masculino,ˈɔ.bo.lʊ
42341,o·bo·va·do,adjetivo,o.bo.vˈa.dʊ
42342,o·bo·val,adjetivo,o.bo.vˈaw
42343,o·bo·va·la·do,adjetivo,o.bo.va.lˈa.dʊ
42344,o·bo·voi·de,adjetivo,o.bɔ.vˈɔj.dʒi
42345,ob·pi·ra·mi·dal,adjetivo,ob.pi.ɾa.mi.dˈaw
42346,o·bra,nome feminino,ˈɔ.bɾə
42347,o·bra-pri·ma,nome feminino,ˌɔ.bɾə.pɾˈi.mə
42348,o·brar,verbo,o.bɾˈa
42349,o·brei·ra,nome feminino,o.bɾˈej.ɾə
42350,o·brei·ro,adjetivo,o.bɾˈej.ɾʊ
42351,o·brei·ro,nome masculino,o.bɾˈej.ɾʊ
42352,o·bri·ga,nome feminino,o.bɾˈi.gə
42353,o·bri·ga·ção,nome feminino,o.bɾi.ga.sˈə̃w
42354,o·bri·ga·ci·o·nis·ta,nome masculino,o.bɾi.ga.si.o.nˈis.tə ou o.bɾi.ga.si.o.nˈis.tə
42355,o·bri·ga·ci·o·nis·ta,adjetivo,o.bɾi.ga.si.o.nˈis.tə
42356,o·bri·ga·do,interjeição,o.bɾi.gˈa.dʊ
42357,o·bri·ga·do,adjetivo,o.bɾi.gˈa.dʊ
42358,o·bri·gar,verbo,o.bɾi.gˈa
42359,o·bri·ga·to·ri·a·men·te,advérbio,o.bɾi.ga.tɔ.ɾja.mˈẽj.tʃi
42360,o·bri·ga·to·ri·e·da·de,nome feminino,o.bɾi.ga.to.ɾi.e.dˈa.dʒi
42361,o·bri·ga·tó·ri·o,adjetivo,o.bɾi.ga.tˈɔ.ɾjʊ
42362,obs·ce·na·men·te,advérbio,o.bi.se.na.mˈẽj.tʃi
42363,obs·ce·ni·da·de,nome feminino,o.bi.se.ni.dˈa.dʒi
42364,obs·ce·no,adjetivo,o.bi.sˈe.nʊ
42365,obs·cu·ra·men·te,advérbio,obs.ku.ɾa.mˈẽj.tʃi
42366,obs·cu·ran·tis·mo,nome masculino,obs.ku.ɾə̃.tʃˈiz.mʊ
42367,obs·cu·ran·tis·ta,adjetivo,obs.ku.ɾə̃.tʃˈis.tə
42368,obs·cu·ran·tis·ta,nome feminino,obs.ku.ɾə̃.tʃˈis.tə
42369,obs·cu·ran·tis·ta,nome masculino,obs.ku.ɾə̃.tʃˈis.tə
42370,obs·cu·re·cer,verbo,obs.ku.ɾe.sˈe
42371,obs·cu·re·ci·do,adjetivo,obs.ku.ɾe.sˈi.dʊ
42372,obs·cu·re·ci·men·to,nome masculino,obs.ku.ɾe.si.mˈẽj.tʊ
42373,obs·cu·ri·da·de,nome feminino,obs.ku.ɾi.dˈa.dʒi
42374,obs·cu·ro,adjetivo,obs.kˈu.ɾʊ
42375,ob·se·dar,verbo,ob.se.dˈaɾ
42376,ob·se·quen·te,adjetivo,ob.se.kwˈẽj.tʃi
42377,ob·se·qui·ar,verbo,o.bi.ze.kjˈa
42378,ob·sé·qui·o,nome masculino,o.bi.zˈɛ.kjʊ
42379,ob·se·qui·o·sa·men·te,advérbio,o.bi.ze.ki.ɔ.za.mˈẽj.tʃi
42380,ob·se·qui·o·so,adjetivo,o.bi.ze.ki.ˈo.zʊ
42381,ob·ser·va·ção,nome feminino,o.bi.seɾ.va.sˈə̃w
42382,ob·ser·va·do,adjetivo,o.bi.seɾ.vˈa.dʊ
42383,ob·ser·va·dor,nome masculino,o.bi.seɾ.va.dˈoɾ
42384,ob·ser·va·dor,adjetivo,o.bi.seɾ.va.dˈoɾ
42385,ob·ser·va·do·ra,nome feminino,o.bi.seɾ.va.dˈo.ɾə
42386,ob·ser·vân·ci·a,nome feminino,o.bi.seɾ.vˈə̃.sjə
42387,ob·ser·van·te,adjetivo,o.bi.seɾ.vˈə̃.tʃi
42388,ob·ser·van·te,nome feminino,o.bi.seɾ.vˈə̃.tʃi ou o.bi.seɾ.vˈə̃.tʃi
42389,ob·ser·var,verbo,o.bi.seɾ.vˈa
42390,ob·ser·va·tó·ri·o,nome masculino,o.bi.seɾ.va.tˈɔ.ɾjʊ
42391,ob·ser·vá·vel,adjetivo,o.bi.seɾ.vˈa.vew
42392,ob·ser·vá·vel,nome masculino,o.bi.seɾ.vˈa.vew
42393,ob·ses·são,nome feminino,o.bi.se.sˈə̃w
42394,ob·ses·si·va,nome feminino,o.bi.se.sˈi.və
42395,ob·ses·si·va·men·te,advérbio,o.bi.se.si.va.mˈẽj.tʃi
42396,ob·ses·si·vo,adjetivo,o.bi.se.sˈi.vʊ
42397,ob·ses·si·vo,nome masculino,o.bi.se.sˈi.vʊ
42398,ob·ses·si·vo-com·pul·si·vo,adjetivo,o.bi.se.sˌi.vʊ.kõ.puw.sˈi.vʊ
42399,ob·si·di·a·na,nome feminino,ɔ.bi.si.dʒjˈə.nə
42400,ob·si·di·an·te,adjetivo,ɔ.bi.si.dʒjˈə̃.tʃi
42401,ob·so·les·cên·ci·a,nome feminino,ɔ.bə.so.le.sˈẽj.sjə
42402,ob·so·le·tis·mo,nome masculino,o.bə.so.le.tʃˈiz.mʊ
42403,ob·so·le·to,adjetivo,o.bə.so.lˈɛ.tʊ
42404,obs·ta·cu·li·zar,verbo,obs.ta.ku.li.zˈa
42405,obs·tá·cu·lo,nome masculino,obs.tˈa.ku.lʊ
42406,obs·tan·te,adjetivo,obs.tˈə̃.tʃi
42407,obs·tar,verbo,obs.tˈa
42408,obs·te·tra,nome masculino,obs.tˈɛ.tɾə
42409,obs·te·tra,nome feminino,obs.tˈɛ.tɾə
42410,obs·té·tri·ca,nome feminino,obs.tˈɛ.tɾi.kə
42411,obs·te·trí·ci·a,nome feminino,obs.te.tɾˈi.sjə
42412,obs·te·trí·ci·o,adjetivo,obs.te.tɾˈi.sjʊ
42413,obs·té·tri·co,adjetivo,obs.tˈɛ.tɾi.kʊ
42414,obs·ti·na·ção,nome feminino,obs.tʃi.na.sˈə̃w
42415,obs·ti·na·da,nome feminino,obs.tʃi.nˈa.də
42416,obs·ti·na·da·men·te,advérbio,obs.tʃi.na.da.mˈẽj.tʃi
42417,obs·ti·na·do,nome masculino,obs.tʃi.nˈa.dʊ
42418,obs·ti·na·do,adjetivo,obs.tʃi.nˈa.dʊ
42419,obs·ti·nar,verbo,obs.tʃi.nˈa
42420,obs·ti·pa·ção,nome feminino,ɔbs.tʃi.pa.sˈə̃w
42421,obs·tru·ção,nome feminino,obs.tɾu.sˈə̃w
42422,obs·tru·ci·o·nis·mo,nome masculino,obs.tɾu.si.o.nˈiz.mʊ
42423,obs·tru·ci·o·nis·ta,nome masculino,obs.tɾu.si.o.nˈis.tə ou obs.tɾu.si.o.nˈis.tə
42424,obs·tru·ci·o·nis·ta,adjetivo,obs.tɾu.si.o.nˈis.tə
42425,obs·tru·í·do,adjetivo,obs.tɾwˈi.dʊ
42426,obs·tru·ir,verbo,obs.tɾwˈi
42427,obs·tru·ti·vo,adjetivo,obs.tɾu.tʃˈi.vʊ
42428,ob·tem·pe·rar,verbo,o.bi.tẽ.pe.ɾˈa
42429,ob·ten·ção,nome feminino,o.bi.tẽ.sˈə̃w
42430,ob·ter,verbo,o.bi.tˈe
42431,ob·tes·tar,verbo,ob.tes.tˈaɾ
42432,ob·ti·do,adjetivo,o.bi.tʃˈi.dʊ
42433,ob·tu·ra·ção,nome feminino,o.bə.tu.ɾa.sˈə̃w
42434,ob·tu·ra·dor,nome masculino,o.bə.tu.ɾa.dˈoɾ
42435,ob·tu·ra·dor,adjetivo,o.bə.tu.ɾa.dˈoɾ
42436,ob·tu·rar,verbo,o.bə.tu.ɾˈa
42437,ob·tur·bi·na·do,adjetivo,ob.tuɾ.bi.nˈa.dʊ
42438,ob·tu·sa·men·te,advérbio,o.bə.tu.za.mˈẽj.tʃi
42439,ob·tu·si·da·de,nome feminino,o.bə.tu.zi.dˈa.dʒi
42440,ob·tu·so,adjetivo,o.bə.tˈu.zʊ
42441,o·bus,nome masculino,o.bˈus
42442,o·bu·sei·ro,adjetivo,o.bu.zˈej.ɾʊ
42443,o·bu·sei·ro,nome masculino,o.bu.zˈej.ɾʊ
42444,ob·ver·so,nome masculino,ob.vˈɛɾ.sʊ
42445,ob·vi·a·men·te,advérbio,o.bi.vja.mˈẽj.tʃi
42446,ob·vi·ar,verbo,o.bi.vjˈa
42447,ob·vi·á·vel,adjetivo,ob.vjˈa.vew
42448,ób·vi·o,adjetivo,ˈɔ.bi.vjʊ
42449,ob·vir,verbo,ob.vˈiɾ
42450,ob·vol·vi·do,adjetivo,ob.vow.vˈi.dʊ
42451,oc,nome masculino,ˈɔk
42452,o·ca,nome feminino,ˈo.kə
42453,o·ca·men·te,advérbio,o.ka.mˈẽj.tʃi
42454,o·ca·pi,nome masculino,o.ka.pˈi
42455,o·car,verbo,ɔ.kˈa
42456,o·ca·ri·na,nome feminino,o.ka.ɾˈi.nə
42457,o·ca·si·ão,nome feminino,o.ka.zi.ˈə̃w
42458,o·ca·si·o·na·do,adjetivo,o.ka.zi.o.nˈa.dʊ
42459,o·ca·si·o·nal,adjetivo,o.ka.zi.o.nˈaw
42460,o·ca·si·o·nal·men·te,advérbio,o.ka.zi.o.naw.mˈẽj.tʃi
42461,o·ca·si·o·nar,verbo,o.ka.zi.o.nˈa
42462,o·ca·so,nome masculino,ɔ.kˈa.zʊ
42463,oc·ci·pi·tal,adjetivo,o.ki.si.pi.tˈaw
42464,oc·ci·pi·tal,nome masculino,o.ki.si.pi.tˈaw
42465,oc·ci·ta·no,adjetivo,ɔ.ki.si.tˈə.nʊ
42466,o·ce·a·ná·ri·o,nome masculino,o.si.a.nˈa.ɾjʊ
42467,o·ce·â·ni·co,adjetivo,o.si.ˈə.ni.kʊ
42468,o·ce·a·no,nome masculino,o.si.ˈə.nʊ
42469,o·ce·a·no·gra·fi·a,nome feminino,o.si.a.no.gɾa.fˈi.jə
42470,o·ce·a·no·grá·fi·co,adjetivo,o.si.a.no.gɾˈa.fi.kʊ
42471,o·ce·a·nó·gra·fo,nome masculino,o.si.a.nˈɔ.gɾa.fʊ
42472,o·ce·a·no·ló·gi·co,adjetivo,o.si.a.no.lˈɔ.ʒi.kʊ
42473,o·ce·a·nó·lo·go,nome masculino,o.si.a.nˈɔ.lo.gʊ
42474,o·ci·den·tal,nome masculino,o.si.dẽ.tˈaw
42475,o·ci·den·tal,nome feminino,o.si.dẽ.tˈaw
42476,o·ci·den·tal,adjetivo,o.si.dẽ.tˈaw
42477,o·ci·den·ta·li·da·de,nome feminino,o.si.dẽ.ta.li.dˈa.dʒi
42478,o·ci·den·ta·lis·mo,nome masculino,o.si.dẽ.ta.lˈiz.mʊ
42479,o·ci·den·ta·lis·ta,adjetivo,o.si.dẽ.ta.lˈis.tə
42480,o·ci·den·ta·lis·ta,nome masculino,o.si.dẽ.ta.lˈis.tə ou o.si.dẽ.ta.lˈis.tə
42481,o·ci·den·ta·li·za·ção,nome feminino,o.si.dẽ.ta.li.za.sˈə̃w
42482,o·ci·den·ta·li·za·do,adjetivo,o.si.dẽ.ta.li.zˈa.dʊ
42483,o·ci·den·ta·li·zar,verbo,o.si.dẽ.ta.li.zˈa
42484,o·ci·den·tal·men·te,advérbio,o.si.dẽ.taw.mˈẽj.tʃi
42485,o·ci·den·te,nome masculino,o.si.dˈẽj.tʃi
42486,ó·ci·o,nome masculino,ˈɔ.sjʊ
42487,o·ci·o·sa,nome feminino,o.si.ˈɔ.zə
42488,o·ci·o·sa·men·te,advérbio,o.si.o.za.mˈẽj.tʃi
42489,o·ci·o·si·da·de,nome feminino,o.si.o.zi.dˈa.dʒi
42490,o·ci·o·so,nome masculino,o.si.ˈo.zʊ
42491,o·ci·o·so,adjetivo,o.si.ˈo.zʊ
42492,o·clu·são,nome feminino,ɔ.klu.zˈə̃w
42493,o·co,nome masculino,ˈo.kʊ
42494,o·co,adjetivo,ˈo.kʊ
42495,o·cor·rên·ci·a,nome feminino,o.ko.xˈẽj.sjə
42496,o·cor·ren·te,adjetivo,o.ko.xˈẽj.tʃi
42497,o·cor·rer,verbo,o.ko.xˈe
42498,o·cre,nome masculino,ˈɔ.kɾi
